,Environment Exhaust Time,Material Exhaust Time,NonPr Exhaust Time,Print Capacity,Assembling Capacity,Collection Capacity,Average Build Quality in-service,Average Build Quality of System,#Out
1000,58.799,51.446,62.483,53.105,53.887,106.992,0.6604300000000001,0.589989,45.008
1001,4.864627323855344,18.129453494245215,5.8605213931867866,7.589991765476428,6.8394613091968,12.75750508524296,0.022129010371003937,0.03449409919102106,12.75750508524296
