,Environment Exhaust Time,Material Exhaust Time,NonPr Exhaust Time,Print Capacity,Assembling Capacity,Collection Capacity,Average Build Quality in-service,Average Build Quality of System,#Out
1000,64.341,71.979,70.982,70.263,70.263,97.814,0.6406600000000001,0.5499089999999999,65.786
1001,5.6168246367498424,6.694965197818433,6.161142426530977,9.552896471751382,9.552896471751382,12.02070730032139,0.019907395610676965,0.026605727184198503,10.6034996109775
