,Time,NonPr,Printable,Materials,Env_Materials,#Replicator,#Normal,#Assembler,#Printer,#Assembling,#Printing,#Collecting,#Idle,#In,#Out,Average Build Quality in-service,Average Build Quality of System,#WasteReplicator,#WasteNormal,#WasteAssembler,#WastePrinter,Environment Exhaust Time,Printable Exhaust Time,NonPr Exhaust Time,Material Exhaust Time,Print Capacity,Assembling Capacity,Collection Capacity
43,99.0,0.0,49.0,1.0,0.0,82.0,28.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,55.0,0.643,0.566,46.0,9.0,0.0,0.0,62,38,62,64,82.0,82.0,110.0
44,99.0,0.0,49.0,1.0,0.0,73.0,20.0,0.0,0.0,0.0,0.0,0.0,93.0,93.0,74.0,0.678,0.563,55.0,19.0,0.0,0.0,75,34,74,74,73.0,73.0,93.0
45,99.0,0.0,49.0,1.0,0.0,75.0,39.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,49.0,0.684,0.604,40.0,9.0,0.0,0.0,57,30,64,66,75.0,75.0,114.0
46,99.0,0.0,49.0,1.0,0.0,51.0,15.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,95.0,0.604,0.484,72.0,23.0,0.0,0.0,80,28,90,92,51.0,51.0,66.0
47,99.0,0.0,49.0,1.0,0.0,70.0,31.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,64.0,0.659,0.568,43.0,21.0,0.0,0.0,59,30,64,66,70.0,70.0,101.0
48,99.0,0.0,49.0,1.0,0.0,76.0,36.0,0.0,0.0,0.0,0.0,0.0,112.0,112.0,51.0,0.683,0.599,41.0,10.0,0.0,0.0,63,30,66,66,76.0,76.0,112.0
49,99.0,0.0,49.0,1.0,0.0,68.0,21.0,0.0,0.0,0.0,0.0,0.0,89.0,89.0,74.0,0.631,0.529,55.0,19.0,0.0,0.0,69,44,74,74,68.0,68.0,89.0
50,99.0,0.0,49.0,1.0,0.0,68.0,22.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,75.0,0.632,0.532,60.0,15.0,0.0,0.0,70,36,72,74,68.0,68.0,90.0
51,99.0,0.0,49.0,1.0,0.0,71.0,35.0,0.0,0.0,0.0,0.0,0.0,106.0,106.0,57.0,0.675,0.582,44.0,13.0,0.0,0.0,56,30,68,70,71.0,71.0,106.0
52,99.0,0.0,49.0,1.0,0.0,78.0,30.0,0.0,0.0,0.0,0.0,0.0,108.0,108.0,55.0,0.651,0.572,40.0,15.0,0.0,0.0,59,38,62,64,78.0,78.0,108.0
53,99.0,0.0,49.0,1.0,0.0,69.0,36.0,0.0,0.0,0.0,0.0,0.0,105.0,105.0,58.0,0.675,0.583,39.0,19.0,0.0,0.0,58,30,68,70,69.0,69.0,105.0
54,99.0,0.0,49.0,1.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,65.0,0.626,0.543,53.0,12.0,0.0,0.0,63,26,68,70,75.0,75.0,100.0
55,99.0,0.0,49.0,1.0,0.0,64.0,33.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,62.0,0.621,0.541,44.0,18.0,0.0,0.0,58,34,68,68,64.0,64.0,97.0
56,99.0,0.0,49.0,1.0,0.0,91.0,32.0,0.0,0.0,0.0,0.0,0.0,123.0,123.0,46.0,0.659,0.59,35.0,11.0,0.0,0.0,59,30,60,62,91.0,91.0,123.0
57,99.0,0.0,49.0,1.0,0.0,81.0,30.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,50.0,0.646,0.579,36.0,14.0,0.0,0.0,65,30,66,68,81.0,81.0,111.0
58,99.0,0.0,49.0,1.0,0.0,80.0,33.0,0.0,0.0,0.0,0.0,0.0,113.0,113.0,48.0,0.661,0.589,35.0,13.0,0.0,0.0,60,30,62,64,80.0,80.0,113.0
59,99.0,0.0,49.0,1.0,0.0,58.0,18.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,89.0,0.601,0.492,69.0,20.0,0.0,0.0,81,32,86,88,58.0,58.0,76.0
60,99.0,0.0,49.0,1.0,0.0,65.0,26.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,72.0,0.653,0.547,55.0,17.0,0.0,0.0,72,38,80,82,65.0,65.0,91.0
61,99.0,0.0,49.0,1.0,0.0,73.0,36.0,0.0,0.0,0.0,0.0,0.0,109.0,109.0,50.0,0.627,0.565,34.0,16.0,0.0,0.0,56,32,72,72,73.0,73.0,109.0
62,99.0,0.0,49.0,1.0,0.0,68.0,33.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,64.0,0.645,0.554,46.0,18.0,0.0,0.0,58,32,66,66,68.0,68.0,101.0
63,99.0,0.0,49.0,1.0,0.0,60.0,28.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,73.0,0.646,0.543,56.0,17.0,0.0,0.0,61,50,80,82,60.0,60.0,88.0
64,99.0,0.0,49.0,1.0,0.0,64.0,30.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,67.0,0.647,0.55,44.0,23.0,0.0,0.0,62,50,70,72,64.0,64.0,94.0
65,99.0,0.0,49.0,1.0,0.0,76.0,27.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0,56.0,0.649,0.567,35.0,21.0,0.0,0.0,65,38,66,66,76.0,76.0,103.0
66,99.0,0.0,49.0,1.0,0.0,82.0,34.0,0.0,0.0,0.0,0.0,0.0,116.0,116.0,53.0,0.669,0.589,42.0,11.0,0.0,0.0,56,30,66,68,82.0,82.0,116.0
67,99.0,0.0,49.0,1.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,82.0,0.628,0.516,59.0,23.0,0.0,0.0,61,32,82,84,50.0,50.0,75.0
68,99.0,0.0,49.0,1.0,0.0,55.0,21.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,85.0,0.619,0.514,70.0,15.0,0.0,0.0,70,52,80,82,55.0,55.0,76.0
69,99.0,0.0,49.0,1.0,0.0,84.0,39.0,0.0,0.0,0.0,0.0,0.0,123.0,123.0,44.0,0.671,0.61,36.0,8.0,0.0,0.0,58,32,58,58,84.0,84.0,123.0
70,99.0,0.0,49.0,1.0,0.0,67.0,25.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,69.0,0.638,0.539,47.0,22.0,0.0,0.0,70,30,68,70,67.0,67.0,92.0
71,99.0,0.0,49.0,1.0,0.0,74.0,21.0,0.0,0.0,0.0,0.0,0.0,95.0,95.0,70.0,0.641,0.54,48.0,22.0,0.0,0.0,64,34,70,72,74.0,74.0,95.0
72,99.0,0.0,49.0,1.0,0.0,70.0,22.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,71.0,0.631,0.533,56.0,15.0,0.0,0.0,73,26,74,74,70.0,70.0,92.0
73,99.0,0.0,49.0,1.0,0.0,73.0,32.0,0.0,0.0,0.0,0.0,0.0,105.0,105.0,54.0,0.662,0.576,33.0,21.0,0.0,0.0,59,36,66,68,73.0,73.0,105.0
74,99.0,0.0,49.0,1.0,0.0,74.0,34.0,0.0,0.0,0.0,0.0,0.0,108.0,108.0,57.0,0.641,0.563,41.0,16.0,0.0,0.0,63,40,74,74,74.0,74.0,108.0
75,99.0,0.0,49.0,1.0,0.0,75.0,26.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,64.0,0.651,0.563,49.0,15.0,0.0,0.0,62,36,64,66,75.0,75.0,101.0
76,99.0,0.0,49.0,1.0,0.0,79.0,28.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,64.0,0.665,0.57,52.0,12.0,0.0,0.0,57,56,62,64,79.0,79.0,107.0
77,99.0,0.0,49.0,1.0,0.0,56.0,19.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,84.0,0.605,0.498,56.0,28.0,0.0,0.0,66,30,68,70,56.0,56.0,75.0
78,99.0,0.0,49.0,1.0,0.0,68.0,20.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,75.0,0.629,0.53,51.0,24.0,0.0,0.0,70,44,70,72,68.0,68.0,88.0
79,99.0,0.0,49.0,1.0,0.0,67.0,28.0,0.0,0.0,0.0,0.0,0.0,95.0,95.0,68.0,0.621,0.53,57.0,11.0,0.0,0.0,61,46,70,72,67.0,67.0,95.0
80,99.0,0.0,49.0,1.0,0.0,61.0,25.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,77.0,0.618,0.522,56.0,21.0,0.0,0.0,61,54,74,76,61.0,61.0,86.0
81,99.0,0.0,49.0,1.0,0.0,75.0,29.0,0.0,0.0,0.0,0.0,0.0,104.0,104.0,59.0,0.655,0.568,36.0,23.0,0.0,0.0,61,40,68,68,75.0,75.0,104.0
82,99.0,0.0,49.0,1.0,0.0,72.0,28.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,67.0,0.67,0.568,51.0,16.0,0.0,0.0,60,42,68,68,72.0,72.0,100.0
83,99.0,0.0,49.0,1.0,0.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,84.0,0.652,0.524,65.0,19.0,0.0,0.0,85,38,82,84,60.0,60.0,75.0
84,99.0,0.0,49.0,1.0,0.0,61.0,27.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,71.0,0.639,0.54,44.0,27.0,0.0,0.0,60,30,70,72,61.0,61.0,88.0
85,99.0,0.0,49.0,1.0,0.0,66.0,30.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,67.0,0.62,0.537,53.0,14.0,0.0,0.0,59,34,80,82,66.0,66.0,96.0
86,99.0,0.0,49.0,1.0,0.0,73.0,30.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0,62.0,0.652,0.564,48.0,14.0,0.0,0.0,59,66,70,70,73.0,73.0,103.0
87,99.0,0.0,49.0,1.0,0.0,56.0,20.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,85.0,0.625,0.504,57.0,28.0,0.0,0.0,67,32,84,86,56.0,56.0,76.0
88,99.0,0.0,49.0,1.0,0.0,74.0,34.0,0.0,0.0,0.0,0.0,0.0,108.0,108.0,59.0,0.662,0.577,48.0,11.0,0.0,0.0,61,40,64,66,74.0,74.0,108.0
89,99.0,0.0,49.0,1.0,0.0,66.0,29.0,0.0,0.0,0.0,0.0,0.0,95.0,95.0,68.0,0.644,0.545,57.0,11.0,0.0,0.0,74,48,76,76,66.0,66.0,95.0
90,99.0,0.0,49.0,1.0,0.0,72.0,35.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,54.0,0.654,0.577,42.0,12.0,0.0,0.0,62,44,66,66,72.0,72.0,107.0
91,99.0,0.0,49.0,1.0,0.0,79.0,42.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,38.0,0.665,0.609,29.0,9.0,0.0,0.0,55,36,64,64,79.0,79.0,121.0
92,99.0,0.0,49.0,1.0,0.0,59.0,27.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,73.0,0.648,0.539,49.0,24.0,0.0,0.0,61,24,76,78,59.0,59.0,86.0
93,99.0,0.0,49.0,1.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,65.0,0.622,0.538,47.0,18.0,0.0,0.0,61,40,70,70,70.0,70.0,100.0
94,99.0,0.0,49.0,1.0,0.0,62.0,27.0,0.0,0.0,0.0,0.0,0.0,89.0,89.0,70.0,0.621,0.532,50.0,20.0,0.0,0.0,68,48,70,72,62.0,62.0,89.0
95,99.0,0.0,49.0,1.0,0.0,75.0,29.0,0.0,0.0,0.0,0.0,0.0,104.0,104.0,61.0,0.634,0.551,46.0,15.0,0.0,0.0,66,26,72,74,75.0,75.0,104.0
96,99.0,0.0,49.0,1.0,0.0,76.0,25.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,64.0,0.644,0.553,48.0,16.0,0.0,0.0,62,42,62,64,76.0,76.0,101.0
97,99.0,0.0,49.0,1.0,0.0,81.0,31.0,0.0,0.0,0.0,0.0,0.0,112.0,112.0,59.0,0.657,0.576,48.0,11.0,0.0,0.0,61,36,62,64,81.0,81.0,112.0
98,99.0,0.0,49.0,1.0,0.0,52.0,21.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,86.0,0.636,0.518,63.0,23.0,0.0,0.0,73,28,80,82,52.0,52.0,73.0
99,99.0,0.0,49.0,1.0,0.0,77.0,26.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0,64.0,0.644,0.555,44.0,20.0,0.0,0.0,61,34,66,66,77.0,77.0,103.0
100,99.0,0.0,49.0,1.0,0.0,72.0,25.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,68.0,0.632,0.542,50.0,18.0,0.0,0.0,61,52,70,72,72.0,72.0,97.0
101,99.0,0.0,49.0,1.0,0.0,76.0,27.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0,62.0,0.631,0.553,50.0,12.0,0.0,0.0,67,34,68,68,76.0,76.0,103.0
102,99.0,0.0,49.0,1.0,0.0,77.0,38.0,0.0,0.0,0.0,0.0,0.0,115.0,115.0,50.0,0.679,0.599,43.0,7.0,0.0,0.0,58,34,64,64,77.0,77.0,115.0
103,99.0,0.0,49.0,1.0,0.0,77.0,28.0,0.0,0.0,0.0,0.0,0.0,105.0,105.0,64.0,0.654,0.558,50.0,14.0,0.0,0.0,64,48,68,70,77.0,77.0,105.0
104,99.0,0.0,49.0,1.0,0.0,72.0,20.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,77.0,0.622,0.528,56.0,21.0,0.0,0.0,71,32,68,66,72.0,72.0,92.0
