,Environment Exhaust Time,Material Exhaust Time,NonPr Exhaust Time,Print Capacity,Assembling Capacity,Collection Capacity,Average Build Quality in-service,Average Build Quality of System,#Out
1000,47.152,70.901,69.042,47.769,33.933,128.345,0.6578399999999999,0.582428,59.862
1001,3.5873243511006923,5.884318057345304,5.653869117692768,6.3537106481173655,4.825402677497496,15.634064570673871,0.02176351074620085,0.03306404113232379,15.182060334486884
